Ionization_Mode,DTXSID,CASRN,Preferred_Name,mean_RT,n_Repeated_Hits,DTXSID_Isomer,Observed_Isomer,Isomer_Number,Isomer_Order,Questionable_Hit,Corrected_HighConc,Corrected_MidConc,Corrected_LowConc,mean_High_Intensity,mean_Mid_Intensity,mean_Low_Intensity,std_High_Intensity,std_Mid_Intensity,std_Low_Intensity,RF_HighConc,RF_MedConc,RF_LowConc,RF_Average,SMILES,QSAR_READY_SMILES,Desalted SMILES,Desalted SMILES Mod,E QSPR,S QSPR,A QSPR,B QSPR,V,L QSPR,MW,Ncharges,C,Cl,N,O,S,F,P,H,Br,Si,I,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,log_RF_Average
Esi+,DTXSID2032550,111812-58-9,"Fenpyroximate (Z,E)",12.89,1,0,0,,,0,0.49,0.122,0.024,64467612,18575814,3013099,,,,131566555.1,152260770.5,125545791.7,136457705.8,CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,1.98,2.48,0,1.79,3.2686,13.85,394.2745,0,24,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,8.13
Esi+,DTXSID2034338,12771-68-5,Ancymidol,4.19,1,0,0,,,0,0.49,0.122,0.024,12021367,7160755,1228810,,,,24533402.04,58694713.11,51200416.67,44809510.61,COC1=CC=C(C=C1)C(O)(C1CC1)C1=CN=CN=C1,COC1=CC=C(C=C1)C(O)(C1CC1)C1=CN=CN=C1,COC1=CC=C(C=C1)C(O)(C1CC1)C1=CN=CN=C1,COC1=CC=C(C=C1)C(O)(C1CC1)C1=CN=CN=C1,1.74,2.04,0.31,1.35,1.9553,9.107,240.1727,0,15,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,7.65
Esi+,DTXSID2034625,361377-29-9,Fluoxastrobin,8.77,1,0,0,,,0,0.49,0.122,0.024,39289004,12534571,2590736,,,,80181640.82,102742385.2,107947333.3,96957119.8,CO\N=C(\C1=NOCCO1)C1=C(OC2=NC=NC(OC3=CC=CC=C3Cl)=C2F)C=CC=C1,CON=C(C1=NOCCO1)C1=C(OC2=C(F)C(OC3=C(Cl)C=CC=C3)=NC=N2)C=CC=C1,CO\N=C(\C1=NOCCO1)C1=C(OC2=NC=NC(OC3=CC=CC=C3Cl)=C2F)C=CC=C1,CO\N=C(\C1=NOCCO1)C1=C(OC2=NC=NC(OC3=CC=CC=C3Cl)=C2F)C=CC=C1,2.7,1.66,0,2.16,2.9929,14.93,442.6999032,0,21,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,7.99
Esi+,DTXSID2034627,69377-81-7,Fluroxypyr,0.8,1,0,0,,,0,0.49,0.122,0.024,141864,82985,28786,,,,289518.3673,680204.918,1199416.667,723046.6507,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,1.44,1.6,0.74,0.96,1.4525,7.601,249.9909032,0,7,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,5.86
Esi+,DTXSID2034881,124495-18-7,Quinoxyfen,11.47,1,0,0,,,0,0.49,0.122,0.024,67594448,21029120,3540642,,,,137947853.1,172369836.1,147526750,152614813,FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1,FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1,FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1,FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1,2.16,1.62,0,0.47,1.9733,10.378,300.0710032,0,15,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,8.18
Esi+,DTXSID2034962,153719-23-4,Thiamethoxam,0.85,1,0,0,,,0,0.49,0.122,0.024,2603014,1341662,917606,,,,5312273.469,10997229.51,38233583.33,18181028.77,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,1.86,1.89,0,1.73,1.8076,8.948,281.6353,2,8,1,5,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,2,7.26
Esi+,DTXSID2035481,6/3/72,4-(4-(Acetyloxy)phenyl)-2-butanone,3.61,1,0,0,,,0,0.49,0.122,0.024,205580,121949,,,,,419551.0204,999581.9672,,709566.4938,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,CC(=O)CCC1=CC=C(OC(C)=O)C=C1,0.83,1.57,0,1.02,1.6519,7.074,192.1266,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5.85
Esi+,DTXSID2037508,6164-98-3,Chlordimeform,2.77,2,0,0,,,0,0.49,0.122,0.024,5488842,1363373,207101,232215,350661,65977,11201718.37,11175188.52,8629208.333,10335371.74,CN(C)\C=N\C1=CC=C(Cl)C=C1C,CN(C)C=NC1=CC=C(Cl)C=C1C,CN(C)\C=N\C1=CC=C(Cl)C=C1C,CN(C)\C=N\C1=CC=C(Cl)C=C1C,1.24,1.37,0,1.02,1.559,6.691,183.5734,0,10,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7.01
Esi+,DTXSID2040731,605-45-8,Diisopropyl phthalate,8.7,1,0,0,,,0,0.49,0.122,0.024,21961976,8758550,1683473,,,,44820359.18,71791393.44,70144708.33,62252153.65,CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,0.66,1.06,0,1,1.9924,7.478,232.1474,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,7.79
Esi+,DTXSID2041250,14233-37-5,"1,4-Bis(N-isopropylamino)anthraquinone",11.07,1,0,0,,,0,0.2695,0.0671,0.0132,50580896,13476680,1826783,,,,187684215.2,200844709.4,138392651.5,175640525.4,CC(C)NC1=CC=C(NC(C)C)C2=C1C(=O)C1=CC=CC=C1C2=O,CC(C)NC1=CC=C(NC(C)C)C2=C1C(=O)C1=CC=CC=C1C2=O,CC(C)NC1=CC=C(NC(C)C)C2=C1C(=O)C1=CC=CC=C1C2=O,CC(C)NC1=CC=C(NC(C)C)C2=C1C(=O)C1=CC=CC=C1C2=O,2.11,2.2,0.24,0.9,2.5738,11.991,300.2262,0,20,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,3,8.24
Esi+,DTXSID2041468,2/8/27,"3,4-Dichlorophenylurea",4.82,1,0,0,,,0,0.392,0.0976,0.0192,1523518,969351,205379,,,,3886525.51,9931875,10696822.92,8171741.142,NC(=O)NC1=CC=C(Cl)C(Cl)=C1,NC(=O)NC1=CC=C(Cl)C(Cl)=C1,NC(=O)NC1=CC=C(Cl)C(Cl)=C1,NC(=O)NC1=CC=C(Cl)C(Cl)=C1,1.29,1.53,0.78,0.67,1.3174,6.888,198.9937,0,7,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6.91
Esi+,DTXSID2041880,644-64-4,Dimetilan,1.88,2,0,0,,,0,0.49,0.122,0.024,28860560,6449116,1470519,821109,844846,256584,58899102.04,52861606.56,61271625,57677444.53,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1,1.09,2.25,0,1.92,1.8123,9.058,224.132,0,10,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,7.76
Esi+,DTXSID2042220,63284-71-9,Nuarimol,7.42,1,0,0,,,0,0.49,0.122,0.024,15542919,6960209,1687286,,,,31720242.86,57050893.44,70303583.33,53024906.54,OC(C1=CC=C(F)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,OC(C1=CC=C(F)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,OC(C1=CC=C(F)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,OC(C1=CC=C(F)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,2.01,2.31,0.31,1.15,2.1895,10.267,302.6461032,0,17,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,7.72
Esi+,DTXSID2044268,83881-52-1,Cetirizine dihydrochloride,6.83,1,0,0,,,0,0.49,0.122,0.024,35417320,13368933,2119825,,,,72280244.9,109581418,88326041.67,90062568.2,Cl.Cl.OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2.25,2.61,0.46,2.1,2.9388,12.868,363.6893,0,21,1,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3,2,7.95
Esi+,DTXSID2044391,88-69-7,2-Isopropylphenol,5.66,1,0,0,,,0,0.49,0.122,0.024,347559,121175,,,,,709304.0816,993237.7049,,851270.8933,CC(C)C1=C(O)C=CC=C1,CC(C)C1=C(O)C=CC=C1,CC(C)C1=C(O)C=CC=C1,CC(C)C1=C(O)C=CC=C1,0.76,0.74,0.41,0.32,1.1978,4.594,124.0957,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.93
Esi+,DTXSID2044686,52298-44-9,"4-Amino-2,5-dimethoxy-N-phenylbenzenesulfonamide",3.4,2,0,0,,,0,0.1464,0.0488,0.0122,941303,329413,85401,,,,6429665.301,6750266.393,7000081.967,6726671.22,COC1=CC(N)=C(OC)C=C1S(=O)(=O)NC1=CC=CC=C1,COC1=CC(N)=C(OC)C=C1S(=O)(=O)NC1=CC=CC=C1,COC1=CC(N)=C(OC)C=C1S(=O)(=O)NC1=CC=CC=C1,COC1=CC(N)=C(OC)C=C1S(=O)(=O)NC1=CC=CC=C1,2.19,2.44,0.39,1.63,2.2039,11.04,292.2258,0,14,0,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,6.83
Esi+,DTXSID2044715,68298-46-4,"2,2-Dimethyl-2,3-dihydro-1-benzofuran-7-amine",4.32,1,0,0,,,0,0.49,0.122,0.024,1900665,702066,155426,,,,3878908.163,5754639.344,6476083.333,5369876.947,CC1(C)CC2=C(O1)C(N)=CC=C2,CC1(C)CC2=C(O1)C(N)=CC=C2,CC1(C)CC2=C(O1)C(N)=CC=C2,CC1(C)CC2=C(O1)C(N)=CC=C2,1.2,1.16,0.27,0.59,1.3299,5.967,150.1131,0,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,6.73
Esi+,DTXSID2044844,15930-66-2,3-(Octyloxy)propan-1-amine,7.17,1,0,0,,,0,0.49,0.122,0.024,21052326,6709941,1125141,,,,42963930.61,54999516.39,46880875,48281440.67,CCCCCCCCOCCCN,CCCCCCCCOCCCN,CCCCCCCCOCCCN,CCCCCCCCOCCCN,0.2,0.63,0.17,1,1.817,6.33,162.1238,0,11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.68
Esi+,DTXSID2044848,16669-59-3,N-(Isobutoxymethyl)acrylamide,2.21,1,0,0,,,0,0.732,0.244,0.061,2049817,976377,271215,,,,2800296.448,4001545.082,4446147.541,3749329.69,CC(C)COCNC(=O)C=C,CC(C)COCNC(=O)C=C,CC(C)COCNC(=O)C=C,CC(C)COCNC(=O)C=C,0.4,1.09,0.34,0.76,1.367,4.799,142.0911,0,8,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.57
Esi+,DTXSID2047270,253450-09-8,Besonprodil,6.14,1,0,0,,,0,0.49,0.122,0.024,27834260,11929564,,,,,56804612.24,97783311.48,,77293961.86,FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1,FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1,FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1,FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1,2.41,2.63,0.3,1.97,2.889,14.439,379.2997032,0,21,0,2,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,3,7.89
Esi+,DTXSID2047274,113734-18-2,CP-114271,2.03,1,0,0,,,0,0.49,0.122,0.024,13966782,7881305,1590721,,,,28503636.73,64600860.66,66280041.67,53128179.69,CC(CC1=CC=C(OCC(O)=O)C=C1)NCC(O)C1=CSC(=N1)C(F)(F)F,CC(CC1=CC=C(OCC(O)=O)C=C1)NCC(O)C1=CSC(=N1)C(F)(F)F,CC(CC1=CC=C(OCC(O)=O)C=C1)NCC(O)C1=CSC(=N1)C(F)(F)F,CC(CC1=CC=C(OCC(O)=O)C=C1)NCC(O)C1=CSC(=N1)C(F)(F)F,1.71,1.81,0.84,2,2.6797,11.614,385.2531096,0,17,0,2,4,1,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,2,7.73
Esi+,DTXSID2047278,214535-77-0,CP-457677,7.05,2,0,0,,,0,0.49,0.122,0.024,9813528,3274424,701884,2237346,17016,9949,20027608.16,26839540.98,29245166.67,25370771.94,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1,2.28,2.43,0.64,1.27,2.846,13.164,359.2454032,0,22,0,2,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,3,7.4
Esi+,DTXSID2047351,464930-42-5,SSR 240612,8.07,1,0,0,,,0,0.3185,0.0793,0.0156,49113880,15059637,2356008,,,,154203704.9,189907150.1,151026153.8,165045669.6,Cl.COC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@H](CC(=O)N[C@H](CC1=CC=C(CN2[C@@H](C)CCC[C@H]2C)C=C1)C(=O)N(C)C(C)C)C1=CC2=C(OCO2)C=C1,COc1ccc2cc(ccc2c1)S(=O)(=O)NC(CC(=O)NC(Cc1ccc(CN2C(C)CCCC2C)cc1)C(=O)N(C)C(C)C)c1ccc2OCOc2c1,COC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@H](CC(=O)N[C@H](CC1=CC=C(CN2[C@@H](C)CCC[C@H]2C)C=C1)C(=O)N(C)C(C)C)C1=CC2=C(OCO2)C=C1,COC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@H](CC(=O)N[C@H](CC1=CC=C(CN2[C@@H](C)CCC[C@H]2C)C=C1)C(=O)N(C)C(C)C)C1=CC2=C(OCO2)C=C1,4.31,5.05,0.26,3.74,5.7894,26.391,708.56876,0,42,0,4,7,1,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,6,4,8.22
Esi+,DTXSID2047353,NOCAS_47353,SSR 241586 HCl,11.04,1,0,0,,,0,0.4655,0.1159,0.0228,60804872,17184150,2823268,,,,130622711.1,148267040.6,123827543.9,134239098.5,Cl.CN(C)C(=O)C1(CCN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,CN(C)C(=O)C1(CCN(CCC2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,CN(C)C(=O)C1(CCN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,CN(C)C(=O)C1(CCN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,2.98,3.82,0,2.64,4.5505,20.64,559.2734,0,32,2,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,5,2,8.13
Esi+,DTXSID2047357,288104-79-0,Surinabant,13.39,1,0,0,,,0,0.49,0.122,0.024,115291544,36616004,6115472,,,,235288865.3,300131180.3,254811333.3,263410459.7,CCC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Br)C=C1,CCC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Br)C=C1,CCC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Br)C=C1,CCC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Br)C=C1,3.23,2.22,0.26,1.14,3.4056,16.373,499.0823,0,23,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8.42
Esi+,DTXSID2047359,298198-52-4,SSR180711,3.33,1,0,0,,,0,0.49,0.122,0.024,22701012,8349611,1518971,,,,46328595.92,68439434.43,63290458.33,59352829.56,BrC1=CC=C(OC(=O)N2CCN3CCC2CC3)C=C1,BrC1=CC=C(OC(=O)N2CCN3CCC2CC3)C=C1,BrC1=CC=C(OC(=O)N2CCN3CCC2CC3)C=C1,BrC1=CC=C(OC(=O)N2CCN3CCC2CC3)C=C1,2,1.69,0,1.52,2.0754,9.885,308.066,0,14,0,2,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1,7.77
Esi+,DTXSID2047434,1524-88-5,Flurandrenolide,7.12,1,0,0,,,0,0.49,0.122,0.024,6758479,2742623,507472,,,,13792814.29,22480516.39,21144666.67,19139332.45,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,1.93,2.52,0.63,2.72,3.1881,13.909,409.2992432,0,24,0,0,6,0,1,0,6,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,5,0,7.28
Esi+,DTXSID2047694,6119-47-7,Quinine hydrochloride dihydrate,3.39,1,0,0,,,0,0.392,0.0976,0.0192,34926408,10751070,1898847,,,,89097979.59,110154405.7,98898281.25,99383555.53,O.O.Cl.[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=C1C=C(OC)C=C2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=C1C=C(OC)C=C2,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=C1C=C(OC)C=C2,2.16,2.82,0.31,1.78,2.5512,12.288,304.25796,0,20,0,2,2,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5,2,8
Esi+,DTXSID3020625,98319-26-7,Finasteride,8.4,1,0,0,,,0,0.49,0.122,0.024,22098624,8953938,1649975,,,,45099232.65,73392934.43,68748958.33,62413708.47,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,1.81,2.47,0.56,0.99,3.1029,13.314,341.298,0,23,0,2,2,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,7.8
Esi+,DTXSID3020912,389-08-2,Nalidixic acid,3.21,1,0,0,,,0,0.49,0.122,0.024,21567656,6604861,1152922,,,,44015624.49,54138204.92,48038416.67,48730748.69,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,1.63,1.9,0.46,1.3,1.6999,8.714,220.14,0,12,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,7.69
Esi+,DTXSID3021778,84-62-8,Diphenyl phthalate,9.92,1,0,0,,,0,0.732,0.244,0.061,40302816,15614409,3144252,,,,55058491.8,63993479.51,51545114.75,56865695.36,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,1.97,2.13,0,1.21,2.3626,11.24,304.2116,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,7.75
Esi+,DTXSID3021801,91-88-3,2-(N-Ethyl-m-toluidino)ethanol,6,1,0,0,,,0,0.49,0.122,0.024,25383228,7303943,1164134,,,,51802506.12,59868385.25,48505583.33,53392158.23,CCN(CCO)C1=CC(C)=CC=C1,CCN(CCO)C1=CC(C)=CC=C1,CCN(CCO)C1=CC(C)=CC=C1,CCN(CCO)C1=CC(C)=CC=C1,0.99,1.19,0.33,0.88,1.5794,6.486,162.1238,0,11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,7.73
Esi+,DTXSID3021805,94-62-2,Piperine,8.38,,1,1,,,,0.49,0.122,0.024,34673094,10508277,2064704,,,,70761416.33,86133418.03,86029333.33,80974722.56,O=C(\C=C\C=C\C1=CC=C2OCOC2=C1)N1CCCCC1,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,O=C(\C=C\C=C\C1=CC=C2OCOC2=C1)N1CCCCC1,O=C(\C=C\C=C\C1=CC=C2OCOC2=C1)N1CCCCC1,1.61,1.64,0,1.12,2.196,10.556,266.1868,0,17,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,2,7.91
Esi+,DTXSID3022370,57-83-0,Progesterone,9.43,1,0,0,,,0,0.49,0.122,0.024,19217892,9433221,2045392,,,,39220187.76,77321483.61,85224666.67,67255446.01,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,1.49,2.23,0,1.17,2.6215,11.309,288.25526,0,21,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,7.83
Esi+,DTXSID3022455,131-11-3,Dimethyl phthalate,3.33,1,0,0,,,0,0.732,0.244,0.061,4893712,2878966,816101,,,,6685398.907,11799040.98,13378704.92,10621048.27,COC(=O)C1=C(C=CC=C1)C(=O)OC,COC(=O)C1=C(C=CC=C1)C(=O)OC,COC(=O)C1=C(C=CC=C1)C(=O)OC,COC(=O)C1=C(C=CC=C1)C(=O)OC,0.74,1.34,0,0.86,1.4288,6.528,184.1046,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,7.03
Esi+,DTXSID3023471,57-47-6,Physostigmine,1.5,1,0,0,,,0,0.732,0.244,0.061,46953080,15256179,3181084,,,,64143551.91,62525323.77,52148918.03,59605931.24,CNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]1N(C)CC[C@@]21C,CNC(=O)OC1=CC2=C(C=C1)N(C)C1N(C)CCC21C,CNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]1N(C)CC[C@@]21C,CNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]1N(C)CC[C@@]21C,1.59,2.65,0.23,1.85,2.1411,9.908,255.18734,0,15,0,3,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,3,1,7.78
Esi+,DTXSID3024100,84-72-0,Ethyl phthalyl ethyl glycolate,6.2,1,0,0,,,0,0.49,0.122,0.024,15998864,5489210,861568,,,,32650742.86,44993524.59,35898666.67,37847644.7,CCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCC,CCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCC,CCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCC,CCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCC,0.71,1.81,0,1.38,2.0668,8.493,264.1462,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,7.58
