Ionization_Mode,DTXSID,CASRN,Preferred_Name,mean_RT,n_Repeated_Hits,DTXSID_Isomer,Observed_Isomer,Isomer_Number,Isomer_Order,Questionable_Hit,Corrected_HighConc,Corrected_MidConc,Corrected_LowConc,mean_High_Intensity,mean_Mid_Intensity,mean_Low_Intensity,std_High_Intensity,std_Mid_Intensity,std_Low_Intensity,RF_HighConc,RF_MedConc,RF_LowConc,RF_Average,log_RF_Average,SMILES,QSAR_READY_SMILES,Desalted SMILES,E QSPR,S QSPR,A QSPR,B QSPR,V,L QSPR,MW,Ncharges,C,Cl,F,N,O,S,H,Br,I,P,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1020807,149-30-4,2-Mercaptobenzothiazole,3.13,1,0,0,,,0,0.49,0.122,0.024,1359159,322376,,,,,2773793.878,2642426.23,,2708110.054,6.43,SC1=NC2=C(S1)C=CC=C2,SC1=NC2=C(S1)C=CC=C2,SC1=NC2=C(S1)C=CC=C2,1.72,1.08,0,0.53,1.1325,6.32,162.2116,0,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1021031,156-10-5,4-Nitrosodiphenylamine,6.28,1,0,0,,,0,0.49,0.122,0.024,3754898,789865,131349,,,,7663057.143,6474303.279,5472875,6536745.141,6.82,O=NC1=CC=C(NC2=CC=CC=C2)C=C1,O=NC1=CC=C(NC2=CC=CC=C2)C=C1,O=NC1=CC=C(NC2=CC=CC=C2)C=C1,1.85,1.2,0.24,0.8,1.5395,7.735,188.1412,0,12,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1021087,604-75-1,Oxazepam,6.49,1,0,0,,,0,0.4165,0.1037,0.0204,964184,209436,38672,,,,2314967.587,2019633.558,1895686.275,2076762.473,6.32,OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,2.45,1.83,0.63,1.52,1.9917,10.621,275.6257,0,15,1,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1021871,106-48-9,4-Chlorophenol,3.7,1,0,0,,,0,0.49,0.122,0.024,140448,46704,,,,,286628.5714,382819.6721,,334724.1218,5.52,OC1=CC=C(Cl)C=C1,OC1=CC=C(Cl)C=C1,OC1=CC=C(Cl)C=C1,0.92,0.92,0.53,0.25,0.8975,4.793,123.5166,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1022053,534-52-1,"2-Methyl-4,6-dinitrophenol",0.39,1,0,0,,,0,0.49,0.122,0.024,6656481,2697639,500513,,,,13584655.1,22111795.08,20854708.33,18850386.17,7.28,CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,CC1=C(O)C(=CC(=C1)[N]([O])=O)[N]([O])=O,1.21,1.54,0.41,1.42,1.2644,6.395,192.0853,0,7,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1022394,491-80-5,Biochanin A,7.04,1,0,0,,,0,0.732,0.244,0.061,20019730,7045968,1291483,,,,27349357.92,28876918.03,21171852.46,25799376.14,7.41,COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,2.23,1.91,0.82,1.14,1.9867,11.072,272.1682,0,16,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1022396,480-40-0,Chrysin,7.6,1,0,0,,,0,0.49,0.122,0.024,14813020,2965754,384716,,,,30230653.06,24309459.02,16029833.33,23523315.14,7.37,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1,2.17,2.18,0.93,0.95,1.7871,10.623,244.1581,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1022421,73-31-4,Melatonin,1.85,1,0,0,,,0,0.732,0.244,0.061,679231,257149,57628,,,,927911.2022,1053889.344,944721.3115,975507.286,5.99,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,1.64,2.61,0.8,1.28,1.8251,9.572,216.1513,0,13,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1023990,21725-46-2,Cyanazine,3.47,1,0,0,,,0,0.732,0.244,0.061,638739,210729,39666,,,,872594.2623,863643.4426,650262.2951,795500,5.90,CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,1.35,1.8,0.31,1.16,1.7743,7.742,227.5895,0,9,1,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1024338,23564-05-8,Thiophanate-methyl,3.65,2,0,0,,,0,0.49,0.122,0.024,552076,285835,129730,599047,344690,,1126685.714,2342909.836,5405416.667,2958337.406,6.47,COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,2.36,2.91,0.78,1.83,2.3508,12.447,328.2828,0,12,0,0,4,4,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1024465,934-32-7,2-Aminobenzimidazole,0.93,1,0,0,,,0,0.49,0.122,0.024,461766,152215,,,,,942379.5918,1247663.934,,1095021.763,6.04,NC1=NC2=CC=CC=C2N1,NC1=NC2=CC=CC=C2N1,NC1=NC2=CC=CC=C2N1,1.62,1.42,0.73,0.72,1.0051,6.528,126.095,0,7,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1026081,79-94-7,"3,3',5,5'-Tetrabromobisphenol A",11.12,1,0,0,,,0,0.4655,0.1159,0.0228,2571718,522899,96415,,,,5524635.875,4511639.344,4228728.07,4755001.097,6.68,CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,2.75,1.82,0.82,0.36,2.5643,13.31,531.7753,0,15,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1027502,2814-20-2,2-Isopropyl-6-methyl-4-pyrimidone,1.05,1,0,0,,,0,0.49,0.122,0.024,426524,157962,,,,,870457.1429,1294770.492,,1082613.817,6.03,CC(C)C1=NC(=O)C=C(C)N1,CC(C)C1=NC(=O)CC(C)=N1,CC(C)C1=NC(=O)C=C(C)N1,0.81,0.82,0.46,1.14,1.2565,5.926,140.0984,0,8,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1029201,833-66-9,Potassium 6-hydroxynaphthalene-2-sulfonate,0.38,1,0,0,,,0,0.49,0.122,0.024,380980,85230,,,,,777510.2041,698606.5574,,738058.3807,5.87,[K+].OC1=CC2=C(C=C1)C=C(C=C2)S([O-])(=O)=O,OC1=CC2=C(C=C1)C=C(C=C2)S(O)(=O)=O,OC1=CC2=C(C=C1)C=C(C=C2)S([O])(=O)=O,1.74,2.12,0.62,1.05,1.4622,8.346,216.1696,0,10,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1030606,55589-62-3,Acesulfame potassium,0.42,1,0,0,,,0,0.732,0.244,0.061,4383748,1192691,218734,,,,5988726.776,4888077.869,3585803.279,4820869.308,6.68,[K+].CC1=CC(=O)[N-]S(=O)(=O)O1,CC1=CC(=O)NS(=O)(=O)O1,CC1=CC(=O)[N]S(=O)(=O)O1,1,1.38,0,0.91,0.9542,4.743,158.1121,0,4,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1034181,82640-04-8,Raloxifene hydrochloride,5.38,1,0,0,,,0,0.49,0.122,0.024,2135568,1004162,247137,,,,4358302.041,8230836.066,10297375,7628837.702,6.88,Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,3.69,3.11,1.2,1.48,3.5359,18.441,446.3689,0,28,0,0,1,4,1,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1034769,2444-46-4,Nonivamide,8.63,1,0,0,,,0,0.732,0.244,0.061,552438,229104,50687,,,,754696.7213,938950.8197,830934.4262,841527.3224,5.93,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,1.19,1.81,0.49,1.28,2.4992,10.81,266.1868,0,17,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1038321,3739-38-6,3-Phenoxybenzoic acid,3.39,1,0,0,,,0,0.732,0.244,0.061,1720592,582113,119497,,,,2350535.519,2385709.016,1958967.213,2231737.25,6.35,OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,1.46,1.45,0.65,0.63,1.5982,7.672,204.1373,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1038876,132-54-7,Phenyl 1-hydroxy-2-naphthoate,11.68,1,0,0,,,0,0.49,0.122,0.024,98856,,,,,,201746.9388,,,201746.9388,5.30,OC1=C(C=CC2=C1C=CC=C2)C(=O)OC1=CC=CC=C1,OC1=C(C=CC2=C1C=CC=C2)C(=O)OC1=CC=CC=C1,OC1=C(C=CC2=C1C=CC=C2)C(=O)OC1=CC=CC=C1,2.2,1.71,0.41,0.71,1.9672,10.485,252.1801,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1040245,56038-13-2,Sucralose,1.05,1,0,0,,,0,0.49,0.122,0.024,531525,93859,,,,,1084744.898,769336.0656,,927040.4818,5.97,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,2.23,2.35,1.33,2.64,2.419,11.821,386.54612,0,12,3,0,0,8,0,8,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1040619,153559-49-0,Bexarotene,12.3,1,0,0,,,0,0.49,0.122,0.024,1050285,261549,,,,,2143438.776,2143844.262,,2143641.519,6.33,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,1.86,1.46,0.46,0.74,2.9378,12.303,320.2556,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1042360,53558-25-1,Pyrinuron,3.44,1,0,0,,,0,0.098,0.0244,0.0048,4014345,1280848,232071,,,,40962704.08,52493770.49,48348125,47268199.86,7.67,[O-][N+](=O)C1=CC=C(NC(=O)NCC2=CC=CN=C2)C=C1,[O-][N+](=O)C1=CC=C(NC(=O)NCC2=CC=CN=C2)C=C1,[O][N](=O)C1=CC=C(NC(=O)NCC2=CC=CN=C2)C=C1,1.92,2.36,0.62,1.77,1.9544,10.064,260.1641,0,13,0,0,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1044485,3249-53-4,4-Ethoxy-4-oxobut-2-enoic acid,0.38,1,0,0,,,0,0.49,0.122,0.024,536705,220063,50687,,,,1095316.327,1803795.082,2111958.333,1670356.581,6.22,CCOC(=O)C=CC(O)=O,CCOC(=O)C=CC(O)=O,CCOC(=O)C=CC(O)=O,0.44,0.96,0.46,0.82,1.0598,4.828,136.0618,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1046970,105624-86-0,5HPP-33,10.69,,1,1,2,,,0.49,0.122,0.024,42163630,13228393,2436269,,,,86048224.49,108429450.8,101511208.3,98662961.21,7.99,CC(C)C1=CC=CC(C(C)C)=C1N1C(=O)C2=C(C=C(O)C=C2)C1=O,CC(C)C1=CC=CC(C(C)C)=C1N1C(=O)C2=C(C=C(O)C=C2)C1=O,CC(C)C1=CC=CC(C(C)C)=C1N1C(=O)C2=C(C=C(O)C=C2)C1=O,1.99,1.91,0.41,0.92,2.5327,10.663,302.2189,0,20,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1047310,196808-45-4,Farglitazar,10.76,1,0,0,,,0,0.441,0.1098,0.0216,383914,102319,,,,,870553.288,931867.031,,901210.1595,5.95,CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,CC1=C(CCOC2=CC=C(CC(NC3=CC=CC=C3C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,3.45,4.13,0.58,1.54,4.1613,20.841,517.38214,0,34,0,0,2,5,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1047316,461023-63-2,Aplaviroc hydrochloride,7.28,1,0,0,,,0,0.196,0.0488,0.0096,209916,71759,,,,,1071000,1470471.311,,1270735.656,6.10,Cl.CCCCN1C(=O)[C@H](NC(=O)C11CCN(CC2=CC=C(OC3=CC=C(C=C3)C(O)=O)C=C2)CC1)[C@H](O)C1CCCCC1,CCCCN1C(=O)C(NC(=O)C11CCN(CC2=CC=C(OC3=CC=C(C=C3)C(O)=O)C=C2)CC1)C(O)C1CCCCC1,CCCCN1C(=O)[C@H](NC(=O)C11CCN(CC2=CC=C(OC3=CC=C(C=C3)C(O)=O)C=C2)CC1)[C@H](O)C1CCCCC1,3.13,2.63,1.03,2.48,4.4799,20.8,536.38548,0,33,0,0,3,6,0,2,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1047366,NOCAS_47366,SAR115740,9.56,1,0,0,,,0,0.49,0.122,0.024,345303,92593,,,,,704700,758959.0164,,731829.5082,5.86,FC1=CC=C2N(CC3=CC(F)=CC=C3)C(=CC2=C1)C(=O)NC1=CC=C2NC=CC2=C1,FC1=CC=C2N(CC3=CC(F)=CC=C3)C(=CC2=C1)C(=O)NC1=CC=C2NC=CC2=C1,FC1=CC=C2N(CC3=CC(F)=CC=C3)C(=CC2=C1)C(=O)NC1=CC=C2NC=CC2=C1,3.13,3.16,0.84,0.97,2.8247,16.74,384.2731064,0,24,0,2,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID1048178,136042-19-8,FR130739,6.46,1,0,0,,,0,0.49,0.122,0.024,903341,297002,55844,,,,1843553.061,2434442.623,2326833.333,2201609.673,6.34,[Na+].CCCCC1=NC2=C(N=CC=C2)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,CCCCC1=NC2=C(N=CC=C2)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,CCCCC1=NC2=C(N=CC=C2)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N]1,3.59,3.52,0,1.86,3.1083,16.931,386.3037,0,24,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2020058,3775-55-1,"2-Amino-5-(5-nitro-2-furyl)-1,3,4-oxadiazole",0.82,1,0,0,,,0,0.732,0.244,0.061,1338897,503271,104158,,,,1829094.262,2062586.066,1707508.197,1866396.175,6.27,NC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O,NC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O,NC1=NN=C(O1)C1=CC=C(O1)[N]([O])=O,1.38,2.29,0.27,1.42,1.1558,6.951,192.0886,0,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2020426,99-30-9,Dicloran,5.48,1,0,0,,,0,0.49,0.122,0.024,835382,187848,32297,,,,1704861.224,1539737.705,1345708.333,1530102.421,6.18,NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,NC1=C(Cl)C=C(C=C1Cl)[N]([O])=O,1.27,1.53,0.27,0.87,1.2352,6.64,202.9824,0,6,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2020509,24448-94-0,"5,5-Dimethylbarbituric acid",3.26,1,0,0,,,0,0.49,0.122,0.024,259066,72837,,,,,528706.1224,597024.5902,,562865.3563,5.75,CC1(C)C(=O)NC(=O)NC1=O,CC1(C)C(=O)NC(=O)NC1=O,CC1(C)C(=O)NC(=O)NC1=O,1.17,1.11,0.49,1.19,1.0921,5.294,148.0758,0,6,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2022127,831-82-3,4-Phenoxyphenol,6.94,1,0,0,,,0,0.392,0.0976,0.0192,172913,29181,,,,,441104.5918,298985.6557,,370045.1238,5.57,OC1=CC=C(OC2=CC=CC=C2)C=C1,OC1=CC=C(OC2=CC=CC=C2)C=C1,OC1=CC=C(OC2=CC=CC=C2)C=C1,1.5,1.42,0.53,0.33,1.4416,7.436,176.1272,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2022678,90357-06-5,Bicalutamide,7.03,1,0,0,,,0,0.49,0.122,0.024,5123434,1270526,235787,,,,10455987.76,10414147.54,9824458.333,10231531.21,7.01,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,1.71,2.88,0.7,1.7,2.7093,12.449,416.2622128,0,18,0,4,2,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
